_id,AnnoS,AteneoCOD,AteneoNOME,ClasseNUMERO,CorsoNOME,SedeC,IstatP,Lau
20842,2015,6901,Chieti e Pescara,L/SNT4,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),CHIETI,69,21
20843,2015,6601,L'Aquila,L-08,Ingegneria dell'Informazione,L'AQUILA,66,21
20844,2015,6501,Salerno,L-27,Chimica,FISCIANO,65,21
20845,2015,5001,Pisa,DS1,Scienze del Governo e dell'Amministrazione del Mare,LIVORNO,49,21
20846,2015,5001,Pisa,12,Scienze Biologiche Molecolari,PISA,50,21
20847,2015,4801,Firenze,LM-84,Scienze Storiche,FIRENZE,48,21
20848,2015,4801,Firenze,LM-87,Disegno e Gestione degli Interventi Sociali,FIRENZE,48,21
20849,2015,5201,Siena,L-08,Ingegneria Gestionale,SIENA,52,21
20850,2015,5201,Siena,L-33,Economia e Sviluppo Territoriale,GROSSETO,53,21
20851,2015,5201,Siena,LM-13,Chimica e Tecnologia Farmaceutiche,SIENA,52,21
20852,2015,5001,Pisa,LM-49,Progettazione e Gestione dei Sistemi Turistici Mediterranei,PISA,50,21
20853,2015,5001,Pisa,LM-74,Scienze e Tecnologie Geologiche,PISA,50,21
20854,2015,5401,Perugia,LM-09,Biotecnologie Farmaceutiche,PERUGIA,54,21
20855,2015,5401,Perugia,LM-15,Archeologia e Civilta Classiche,PERUGIA,54,21
20856,2015,5802,Roma Tor Vergata,LM-06,Biologia Evoluzionistica ed Ecologia,ROMA,58,21
20857,2015,5801,Roma La Sapienza,LM-59,Comunicazione e Pubblicita per Pubbliche Amministrazioni e Non Profit,ROMA,58,21
20858,2015,5801,Roma La Sapienza,LM-13,Chimica e Tecnologia Farmaceutiche,ROMA,58,21
20859,2015,5801,Roma La Sapienza,L-02,Biotecnologie Agro-Industriali,ROMA,58,21
20860,2015,5801,Roma La Sapienza,LM/SNT3,Scienze delle Professioni Sanitarie Tecniche Diagnostiche,VITERBO,56,21
20861,2015,5801,Roma La Sapienza,LM/SNT1,Scienze Infermieristiche e Ostetriche,LATINA,59,21
20862,2015,5801,Roma La Sapienza,L-18,Economia e Commercio,ROMA,58,21
20863,2015,6301,Napoli Federico II,4,Corso di Laurea in Scienze dell'Architettura,NAPOLI,63,21
20864,2015,6201,Sannio,L-41,Scienze Statistiche e Attuariali,BENEVENTO,62,21
20865,2015,6301,Napoli Federico II,DS1/S,Corso di Laurea Specialistica in Scienze Aeronautiche,NAPOLI,63,21
20866,2015,5816,Roma San Raffaele - telematica,L-26,Scienze dell'Alimentazione e Gastronomia,ROMA,58,21
20867,2015,5807,Roma Tre,4,Scienze dell'Architettura,ROMA,58,21
20868,2015,5807,Roma Tre,L-34,Scienze Geologiche,ROMA,58,21
20869,2016,6201,Sannio,L-34,Scienze Geologiche,BENEVENTO,62,21
20870,2016,6001,Cassino,LM-77,Management,CASSINO,60,21
20871,2016,6301,Napoli Federico II,99999,Architettura,NAPOLI,63,21
20872,2016,6301,Napoli Federico II,L-42,Storia,NAPOLI,63,21
20873,2016,6304,Napoli Benincasa,LM-85,"Pedagogia e Formazione Continua: Scuola, Comunita', Territorio",NAPOLI,63,21
20874,2016,6306,Napoli Vanvitelli,04/S-cu,Architettura (U.E.),AVERSA,61,21
20875,2016,6501,Salerno,LM-13,Chimica e Tecnologia Farmaceutiche,FISCIANO,65,21
20876,2016,6501,Salerno,LM-02,Archeologia e Culture Antiche,FISCIANO,65,21
20877,2016,6501,Salerno,L-27,Chimica,FISCIANO,65,21
20878,2016,6501,Salerno,L-19,Scienze della Formazione dell'Infanzia e dell'Adolescenza,FISCIANO,65,21
20879,2016,6306,Napoli Vanvitelli,L-07,Ingegneria Civile - Edile - Ambientale,AVERSA,61,21
20880,2016,6306,Napoli Vanvitelli,LM-29,Ingegneria Elettronica,AVERSA,61,21
20881,2016,6601,L'Aquila,L-27,Scienze e Tecnologie Chimiche e dei Materiali,L'AQUILA,66,21
20882,2016,6601,L'Aquila,SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),L'AQUILA,66,21
20883,2016,6901,Chieti e Pescara,L-33,Economia e Informatica per l'Impresa,PESCARA,68,21
20884,2016,8201,Palermo,L-30,Scienze Fisiche,PALERMO,82,21
20885,2016,8001,Reggio Calabria,LM-35,Ingegneria per l'Ambiente e il Territorio,REGGIO DI CALABRIA,80,21
20886,2016,7601,Basilicata,L-02,Biotecnologie,POTENZA,76,21
20887,2016,7601,Basilicata,LM-09,"Biotecnologie per la Diagnostica Medica, Farmaceutica e Veterinaria",POTENZA,76,21
20888,2016,7801,Calabria,8,Ingegneria Civile,RENDE,78,21
20889,2016,7801,Calabria,39,Scienze Turistiche,RENDE,78,21
20890,2016,7801,Calabria,LM-82,Statistica e Informatica per l'Azienda e la Finanza,RENDE,78,21
20891,2016,7901,Catanzaro,L-22,Scienze Motorie e Sportive,CATANZARO,79,21
20892,2016,7202,Bari Politecnico,10,Corso di Laurea in Ingegneria Gestionale,BARI,72,21
20893,2016,7201,Bari,L-38,Scienze Animali e Produzioni Alimentari,VALENZANO,72,21
20894,2016,7202,Bari Politecnico,LM-29,Ingegneria Elettronica,BARI,72,21
20895,2016,7202,Bari Politecnico,LM-35,Ingegneria per l'Ambiente e il Territorio,TARANTO,73,21
20896,2016,7101,Foggia,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),SAN SEVERO,71,21
20897,2016,7201,Bari,17,Economia Aziendale,BARI,72,21
20898,2016,5001,Pisa,LM/SNT1,Scienze Infermieristiche e Ostetriche,PISA,50,21
20899,2016,5001,Pisa,L-29,Scienze Erboristiche,PISA,50,21
20900,2016,5001,Pisa,LM-23,"Ingegneria Idraulica, dei Trasporti e del Territorio",PISA,50,21
20901,2016,5001,Pisa,DS1/S,Scienze del Governo e dell'Amministrazione del Mare,LIVORNO,49,21
20902,2016,5201,Siena,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),SIENA,52,21
20903,2016,5201,Siena,L-08,Ingegneria Informatica e dell'Informazione,SIENA,52,21
20904,2016,5001,Pisa,LM-43,Informatica Umanistica,PISA,50,21
20905,2016,5401,Perugia,L-26,Economia e Cultura dell'Alimentazione,PERUGIA,54,21
20906,2016,5401,Perugia,L-35,Matematica,PERUGIA,54,21
20907,2016,5401,Perugia,LM-85 bis,Scienze della Formazione Primaria,PERUGIA,54,21
20908,2016,5403,Perugia Stranieri,LM-52,Relazioni Internazionali e Cooperazione allo Sviluppo,PERUGIA,54,21
20909,2016,5401,Perugia,LM-59,Comunicazione Istituzionale e d'Impresa,PERUGIA,54,21
20910,2016,5401,Perugia,LM-69,Sviluppo Rurale Sostenibile,PERUGIA,54,21
20911,2016,5401,Perugia,LM-70,Tecnologie e Biotecnologie degli Alimenti,PERUGIA,54,21
20912,2016,5201,Siena,LM-85,Scienze per la Formazione e la Consulenza Pedagogica nelle Organizzazioni,AREZZO,51,21
20913,2016,4801,Firenze,L-25,Viticoltura ed Enologia,FIRENZE,48,21
20914,2016,4801,Firenze,LM-05,Scienze Archivistiche e Biblioteconomiche,FIRENZE,48,21
20915,2016,4801,Firenze,LM-48,Pianificazione e Progettazione della Citta e del Territorio,EMPOLI,48,21
20916,2016,4801,Firenze,LM-56,Economics And Development- Economia Politica e Sviluppo Economico,FIRENZE,48,21
20917,2016,4201,Marche,L-18,Scienze Economiche e Aziendali,SAN BENEDETTO DEL TRONTO,44,21
20918,2016,4301,Macerata,LM-89,Management dei Beni Culturali,FERMO,109,21
20919,2016,5601,Tuscia,L-32,Scienze Ambientali,VITERBO,56,21
20920,2016,5601,Tuscia,LM-73,Conservazione e Restauro dell'Ambiente Forestale e Difesa del Suolo,VITERBO,56,21
20921,2016,5801,Roma La Sapienza,L/SNT3,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),ROMA,58,21
20922,2016,5801,Roma La Sapienza,L/SNT2,Terapia della Neuro e Psicomotricita dell'Eta Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricita dell'Eta Evolutiva),ROMA,58,21
20923,2016,5801,Roma La Sapienza,L-17,Scienze dell'Architettura e della Citta,ROMA,58,21
20924,2016,5801,Roma La Sapienza,LM-06,Biologia e Tecnologie Cellulari,ROMA,58,21
20925,2016,5801,Roma La Sapienza,LM-51,Psicologia del Lavoro e delle Organizzazioni,ROMA,58,21
20926,2016,5801,Roma La Sapienza,LM-35,Ingegneria dell'Ambiente per Lo Sviluppo Sostenibile,LATINA,59,21
20927,2016,5801,Roma La Sapienza,LM-74,Geologia di Esplorazione,ROMA,58,21
20928,2016,5807,Roma Tre,LM-15,"Filologia, Letterature e Storia dell'Antichita",ROMA,58,21
20929,2016,5807,Roma Tre,LM-27,Ingegneria delle Tecnologie della Comunicazione e dell'Informazione,ROMA,58,21
20930,2016,5811,Roma UNITELMA - telematica,LM-63,Management Pubblico ed E-Government,ROMA,58,21
20931,2016,5813,Roma UNINETTUNO - telematica,L-09,Ingegneria Gestionale,ROMA,58,21
20932,2016,5813,Roma UNINETTUNO - telematica,L-01,Operatore dei Beni Culturali,ROMA,58,21
20933,2016,5803,Roma LUMSA,L-19,Scienze dell'Educazione e della Formazione,ROMA,58,21
20934,2016,1501,Milano,LM-56,Economics And Political Science - Economia e Scienza Politica,MILANO,15,21
20935,2016,1504,Milano Cattolica,LM-50,Progettazione Pedagogica e Formazione delle Risorse Umane,BRESCIA,17,21
20936,2016,1001,Genova,LM-32,Robotics Engineering - Ingegneria della Robotica,GENOVA,10,21
20937,2016,1001,Genova,LM-12,Design Navale e Nautico,GENOVA,10,21
20938,2016,1202,Insubria,LM-77,"Global Entrepreneurship Economics And Management /Imprenditorialita, Economia e Management Internazionale (Geem)",VARESE,12,21
20939,2016,1202,Insubria,LM-92,Scienze e Tecniche della Comunicazione,VARESE,12,21
20940,2016,1301,Novedrate e-Campus - telematica,L-19,Scienze dell'Educazione e della Formazione,NOVEDRATE,13,21
20941,2016,1501,Milano,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),ROZZANO,15,21
20942,2015,8301,Messina,L-09,Ingegneria Industriale,MESSINA,83,21
20943,2015,8301,Messina,L-20,Scienze della Comunicazione,NOTO,89,21
20944,2015,8301,Messina,L-27,Chimica,MESSINA,83,21
20945,2015,8301,Messina,L-15,Programmazione e Promozione Turistica,MESSINA,83,21
20946,2015,8701,Catania,L-30,Fisica,CATANIA,87,21
20947,2015,8701,Catania,L-15,Formazione di Operatori Turistici,CATANIA,87,21
20948,2015,8701,Catania,LM-02,Archeologia,CATANIA,87,21
20949,2015,8701,Catania,L-42,Storia e Scienze dell'Amministrazione,CATANIA,87,21
20950,2015,8701,Catania,LM-52,Internazionalizzazione delle Relazioni Commerciali,CATANIA,87,21
20951,2015,8701,Catania,LM-87,Programmazione e Gestione delle Politiche e dei Servizi Sociali,CATANIA,87,21
20952,2015,9001,Sassari,14/S,Chimica e Tecnologia Farmaceutiche,SASSARI,90,21
20953,2015,9001,Sassari,LM-69,Sistemi Agrari,SASSARI,90,21
20954,2016,101,Torino,L-18,Economia Aziendale,BIELLA,96,21
20955,2016,101,Torino,L-30,Ottica e Optometria,TORINO,1,21
20956,2016,101,Torino,LM-89,Storia dell'Arte,TORINO,1,21
20957,2016,101,Torino,LM-90,Studi Giuridici Europei,TORINO,1,21
20958,2016,101,Torino,LM-56,Economics / Economia,TORINO,1,21
20959,2016,102,Torino Politecnico,10,Ingegneria Meccanica,TORINO,1,21
20960,2015,9201,Cagliari,L-11,Lingue e Culture Europee e Extraeuropee,CAGLIARI,92,21
20961,2016,101,Torino,18,Scienze dell'Educazione,TORINO,1,21
20962,2015,9201,Cagliari,LM-84,Storia e Societa,CAGLIARI,92,21
20963,2015,9201,Cagliari,LM-85,Scienze Pedagogiche e dei Servizi Educativi,CAGLIARI,92,21
20964,2016,3701,Bologna,LM-56,Economics,BOLOGNA,37,21
20965,2016,3801,Ferrara,L-08,Ingegneria Elettronica e Informatica,FERRARA,38,21
20966,2016,3401,Parma,LM-54,Chimica,PARMA,34,21
20967,2016,3601,Modena e Reggio Emilia,LM-09,Biotecnologie Mediche e Farmaceutiche,MODENA,36,21
20968,2016,3201,Trieste,L-05,Discipline Storiche e Filosofiche,TRIESTE,32,21
20969,2016,2101,Bolzano,LM-18,Informatica,BOLZANO - BOZEN,21,21
20970,2016,2101,Bolzano,LM-77,Imprenditorialita e Innovazione,BOLZANO - BOZEN,21,21
20971,2016,2101,Bolzano,L-19,Corso di Laurea per Educatore Sociale,BRESSANONE - BRIXEN,21,21
20972,2016,2301,Verona,L/SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),ALA,22,21
20973,2016,1701,Brescia,LM-32,Ingegneria Informatica,BRESCIA,17,21
20974,2016,1509,Milano Bicocca,L/SNT3,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),MONZA,108,21
20975,2016,1509,Milano Bicocca,LM/SNT1,Scienze Infermieristiche e Ostetriche,MONZA,108,21
20976,2016,2801,Padova,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),PADOVA,28,21
20977,2016,2301,Verona,LM-07,Biotecnologie Agro-Alimentari,VERONA,23,21
20978,2016,2701,Venezia C Foscari,LM-02,"Scienze dell'Antichita: Letterature, Storia e Archeologia",VENEZIA,27,21
20979,2018,6501,Salerno,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),SALERNO,65,21
20980,2018,6601,L'Aquila,LM/SNT4,Scienze delle Professioni Sanitarie della Prevenzione,L'AQUILA,66,21
20981,2018,6601,L'Aquila,L/SNT2,Terapia della Neuro e Psicomotricit dell'Et Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricit dell'Et Evolutiva),L'AQUILA,66,21
20982,2018,6701,Teramo,LM-70,Scienze e Tecnologie Alimentari,MOSCIANO SANT'ANGELO,67,21
20983,2018,5807,Roma Tre,LM-63,Scienze delle Pubbliche Amministrazioni,ROMA,58,21
20984,2018,5813,Roma UNINETTUNO - telematica,L-07,Ingegneria Civile e Ambientale,ROMA,58,21
20985,2018,6001,Cassino,LM-37,Lingue e Letterature Moderne Europee e Americane,CASSINO,60,21
20986,2018,6001,Cassino,LM-28,Ingegneria Elettrica,CASSINO,60,21
20987,2018,6301,Napoli Federico II,L-09,Scienza e Ingegneria dei Materiali,NAPOLI,63,21
20988,2018,6301,Napoli Federico II,LM-82,Scienze Statistiche per le Decisioni,NAPOLI,63,21
20989,2018,5801,Roma La Sapienza,L/SNT3,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),LATINA,59,21
20990,2018,5601,Tuscia,LM-77,Marketing e Qualita,VITERBO,56,21
20991,2018,5401,Perugia,LM-74,Scienze e Tecnologie Geologiche,PERUGIA,54,21
20992,2018,5201,Siena,LM-84,Storia e Filosofia,SIENA,52,21
20993,2018,5201,Siena,L-32,Scienze Ambientali e Naturali,SIENA,52,21
20994,2018,5801,Roma La Sapienza,LM-24,Ingegneria delle Costruzioni Edili e dei Sistemi Ambientali,RIETI,57,21
20995,2018,5801,Roma La Sapienza,LM-58,Astronomia e Astrofisica,ROMA,58,21
20996,2018,5807,Roma Tre,L-40,Servizio Sociale e Sociologia,ROMA,58,21
20997,2018,7801,Calabria,L-09,Ingegneria Chimica,RENDE,78,21
20998,2018,7801,Calabria,L-37,Discipline Economiche e Sociali per Lo Sviluppo,RENDE,78,21
20999,2018,7601,Basilicata,L-25,Tecnologie Agrarie,POTENZA,76,21
21000,2018,7601,Basilicata,L-31,Scienze e Tecnologie Informatiche,POTENZA,76,21
21001,2018,7601,Basilicata,LM-35,Ingegneria per l'Ambiente e il Territorio,POTENZA,76,21
21002,2018,7601,Basilicata,LM-23,Ingegneria Civile,POTENZA,76,21
21003,2018,7801,Calabria,14/S,Chimica e Tecnologia Farmaceutiche,RENDE,78,21
21004,2018,8201,Palermo,LM-40,Matematica,PALERMO,82,21
21005,2018,8201,Palermo,LM-46,Odontoiatria e Protesi Dentaria,PALERMO,82,21
21006,2018,8201,Palermo,L-35,Matematica,PALERMO,82,21
21007,2018,8201,Palermo,L-41,Statistica per l'Analisi dei Dati,PALERMO,82,21
21008,2018,8201,Palermo,L-09,Ingegneria Elettrica,CALTANISSETTA,85,21
21009,2018,8001,Reggio Calabria,LM-27,Ingegneria Informatica e dei Sistemi per le Telecomunicazioni,REGGIO DI CALABRIA,80,21
21010,2018,7202,Bari Politecnico,04/S-cu,Corso di Laurea Specialistica in Architettura,BARI,72,21
21011,2018,7501,Salento,L-30,Fisica,LECCE,75,21
21012,2018,7201,Bari,LM-54,Scienze Chimiche,BARI,72,21
21013,2018,7201,Bari,LM-56,Economia e Strategie per i Mercati Internazionali,BARI,72,21
21014,2018,7201,Bari,LM-17,Fisica,BARI,72,21
21015,2018,7201,Bari,LM-46,Odontoiatria e Protesi Dentaria,BARI,72,21
21016,2018,7201,Bari,L-31,Informatica e Comunicazione Digitale,BARI,72,21
21017,2018,7101,Foggia,LM-56,Economia e Finanza,FOGGIA,71,21
21018,2018,7101,Foggia,L-09,Ingegneria dei Sistemi Logistici per l' Agro-Alimentare,FOGGIA,71,21
21019,2018,7001,Molise,L-25,Scienze e Tecnologie Agrarie,CAMPOBASSO,70,21
21020,2018,6901,Chieti e Pescara,LM/SNT1,Scienze Infermieristiche e Ostetriche,CHIETI,69,21
21021,2019,201,Piemonte Orientale,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),NOVARA,3,21
21022,2019,101,Torino,LM-61,Scienze degli Alimenti e della Nutrizione Umana,TORINO,1,21
21023,2018,9201,Cagliari,LM-37,Lingue e Letterature Moderne Europee e Americane,CAGLIARI,92,21
21024,2018,9201,Cagliari,LM-89,Archeologia e Storia dell'Arte,CAGLIARI,92,21
21025,2019,101,Torino,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),TORINO,1,21
21026,2019,101,Torino,L/SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),ORBASSANO,1,21
21027,2018,9001,Sassari,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),SASSARI,90,21
21028,2018,9001,Sassari,L-21,"Urbanistica. Pianificazione della Citta, del Territorio, dell'Ambiente e del Paesaggio.",ALGHERO,90,21
21029,2018,8701,Catania,LM-46,Odontoiatria e Protesi Dentaria,CATANIA,87,21
21030,2018,9001,Sassari,46/S,Medicina e Chirurgia,SASSARI,90,21
21031,2018,8701,Catania,LM-02,Archeologia,CATANIA,87,21
21032,2018,8301,Messina,L-33,Scienze Economiche,MESSINA,83,21
21033,2018,8301,Messina,L-20,Scienze della Comunicazione,MESSINA,83,21
21034,2018,8301,Messina,L-02,Biotecnologie,MESSINA,83,21
21035,2018,8301,Messina,L-05,Filosofia,MESSINA,83,21
21036,2018,8301,Messina,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),CALTAGIRONE,87,21
21037,2018,102,Torino Politecnico,LM-44,Physics Of Complex Systems (Fisica dei Sistemi Complessi),TORINO,1,21
21038,2018,101,Torino,LM-08,Biotecnologie Industriali,TORINO,1,21
21039,2018,101,Torino,L-22,Scienze delle Attivita Motorie e Sportive,ASTI,5,21
21040,2018,1001,Genova,LM-75,Scienze del Mare,GENOVA,10,21
21041,2018,1001,Genova,LM-63,Amministrazione e Politiche Pubbliche,GENOVA,10,21
21042,2018,201,Piemonte Orientale,L-27,Scienza dei Materiali - Chimica,VERCELLI,2,21
21043,2018,201,Piemonte Orientale,L-36,"Scienze Politiche, Economiche, Sociali e dell'Amministrazione",ALESSANDRIA,6,21
21044,2018,1001,Genova,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),SAVONA,9,21
21045,2017,9201,Cagliari,LM-06,Biologia Cellulare e Molecolare,CAGLIARI,92,21
21046,2017,9201,Cagliari,LM-50,Scienze Pedagogiche e dei Servizi Educativi,CAGLIARI,92,21
21047,2018,101,Torino,L/SNT2,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),SAVIGLIANO,4,21
21048,2018,101,Torino,L/SNT1,Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico),TORINO,1,21
21049,2017,8701,Catania,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),CATANIA,87,21
21050,2018,1504,Milano Cattolica,LM-87,"Politiche e Servizi Sociali per le Famiglie, i Minori e le Comunita",MILANO,15,21
21051,2018,1504,Milano Cattolica,LM-87,"Politiche e Servizi Sociali per le Famiglie, i Minori e le Comunit",MILANO,15,21
21052,2018,1509,Milano Bicocca,L/SNT2,Terapia della Neuro e Psicomotricit dell'Et Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricit dell'Et Evolutiva),MONZA,108,21
21053,2018,1509,Milano Bicocca,LM-40,Matematica,MILANO,15,21
21054,2018,1509,Milano Bicocca,LM-56,International Economics - Scienze dell' Economia,MILANO,15,21
21055,2018,1801,Pavia,LM-46,Odontoiatria e Protesi Dentaria,PAVIA,18,21
21056,2018,1801,Pavia,LM-62,World Politics And International Relations (Politica Nel Mondo e Relazioni Internazionali),PAVIA,18,21
21057,2018,2101,Bolzano,LM-63,Economia e Management del Settore Pubblico,BOLZANO - BOZEN,21,21
21058,2018,1801,Pavia,LM-09,Biotecnologie Mediche e Farmaceutiche,PAVIA,18,21
21059,2018,1701,Brescia,LM-56,"Moneta, Finanza e Risk Management",BRESCIA,17,21
21060,2018,1202,Insubria,LM-92,Scienze e Tecniche della Comunicazione,VARESE,12,21
21061,2018,1501,Milano,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),BUSTO ARSIZIO,12,21
21062,2018,1501,Milano,L/SNT2,Terapia della Neuro e Psicomotricit dell'Et Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricit dell'Et Evolutiva),MILANO,15,21
21063,2018,1501,Milano,L/SNT2,Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale),MILANO,15,21
21064,2018,1501,Milano,LM-60,Scienze della Natura,MILANO,15,21
21065,2018,3801,Ferrara,LM-56,"Economia, Mercati e Management",FERRARA,38,21
21066,2018,3801,Ferrara,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),FERRARA,38,21
21067,2018,4101,Urbino,L-31,Informatica Applicata,URBINO,41,21
21068,2018,3701,Bologna,L-38,Acquacoltura e Igiene delle Produzioni Ittiche,CESENATICO,40,21
21069,2018,3701,Bologna,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),IMOLA,37,21
21070,2018,4801,Firenze,LM-32,Ingegneria Informatica,FIRENZE,48,21
21071,2018,3601,Modena e Reggio Emilia,LM/SNT1,Scienze Infermieristiche e Ostetriche,REGGIO NELL'EMILIA,35,21
21072,2018,3601,Modena e Reggio Emilia,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),MODENA,36,21
21073,2018,2801,Padova,LM-88,"Culture, Formazione e Societa' Globale",PADOVA,28,21
21074,2018,3001,Udine,LM-18,Informatica,UDINE,30,21
